2NDDPI, 1998
13
31
1 Type
3 PK Enroll
3 K Enroll
3 1-6 Enroll
3 7-8 Enroll
4 9-12 Enroll
5 PK Teacher
6 K Teacher
6 1-6 Teacher
6 7-8 Teacher
6 9-12 Teacher
3 Rooms
428
7352Ray Public School          5000011077040010200.00000.50006.00002.10006.51022
7360Red River High School      3000000000000135900.00000.00000.00000.00079.20066
7369Reeder Elem School         1000003014005000000.00000.50001.80001.20000.00013
7384Regan Elem School          1000003012005000000.00000.25001.75000.50000.00004
7388Regent Public School       5000006046020003600.00000.50004.75002.02004.38018
7421Rhame Public School        5000012042012005900.00000.50002.75001.63004.76016
7433Richardton-Taylor High Scho5000000000062012100.00000.00000.00004.00009.71018
7439Richholt Elem School       1000039185000000000.00001.00012.00000.00000.00018
7445Rickard Elem School        1000039295000000000.00001.00014.00000.00000.00019
7472Rita Murphy Elem School    1000059416000000000.00001.50019.00000.00000.00026
7482Heartland School           0000001020020002000.00000.04001.00001.50001.50003
7483Riverside Elem School      1000028152000000000.00001.00007.00000.00000.00014
7487Robinson Elem School       1000002011000000000.00000.50003.03000.00000.00006
7555Rolette Public School      5000011098030007900.00000.50006.00002.19010.10025
7558Mt Pleasant High School    5000000000066012200.00000.00000.00002.71007.63024
7561Roosevelt Elem School      1000011115000000000.00000.50006.50000.00000.00010
7564Roosevelt Elem School      1000035266000000000.00001.00015.00000.00000.00018
7569Roosevelt Elem School      1000035295000000000.00001.00014.00000.00000.00017
7571Roosevelt Elem School      1000041277000000000.00001.00012.00000.00000.00021
7574Roosevelt Elem School      1000040271000000000.00001.00012.00000.00000.00019
7577Roosevelt Elem School      1000019131000000000.00000.50006.00000.00000.00017
7600Round Prairie Elem School  1000000034006000000.00000.00003.00001.00000.00008
7614Rugby High School          5000000000137032400.00000.00000.00007.00017.42033
7616Rugby Ely Elem School      1002043253000000000.00001.00013.93000.00000.00021
7659North Shore Elem School    1000009049000000000.00000.50003.00000.00000.00008
7698Salund School              9000001006000000000.00000.14000.86000.00000.00001
7709Sargent Central Public Scho5001023163057011600.07001.32010.00003.63008.10033
7717Sawyer Public School       5000008075021007800.00000.50006.00001.72005.28025
7719Saxvik Elem School         1000038171000000000.20001.00010.00000.00000.00019
7757Sundale Colony School      9000004023007000000.00000.06000.65000.29000.00004
7771Schroeder Middle School    2000000000426000000.00000.00000.00028.10000.00030
7785Scranton Public School     5000008062032007900.28000.50006.00002.57006.36020
7804Selfridge Public School    5000005043006003700.00000.60003.15001.90004.95012
7845Sheldon Elem School        1000005051000000000.00000.50003.00000.00000.00007
7858Sherwood Public School     5000011047025006000.00000.50005.12002.36004.07017
7861Sheyenne Public School     5000010080020005900.00000.50006.60002.00005.00016
7900Simle Middle School        2000000000584031000.00000.00000.00030.17013.75050
8036Solen High School          5000000012030005800.00000.00001.00004.50008.50022
8038Solheim Elem School        1000065469000000000.00001.50020.00000.00000.00032
8047Souris River Campus Alt Hig3000000000000019300.00000.00000.00000.00006.70007
8050South Central Alt High Scho3000000000000006600.00000.00000.00000.00005.75006
8054South Elem School          1000000491000000000.00000.00024.00000.00000.00028
8060South Heart Public School  5005016121051010800.00000.50006.00001.93007.29025
8062South Middle School        2000000000390000000.00000.00000.00025.00000.00014
8068South Prairie Elem School  1001017079041000000.00000.50006.00002.00000.00011
8074Spiritwood Elem School     1000003009000000000.00000.50002.30000.00000.00003
8106Squaw Gap School           9000000006002000000.00000.00000.75000.25000.00002
8123Little Heart Elem School   1000004022007000000.00001.00001.00001.00000.00003
8152St John Public School      5001029137051010000.43001.00006.00002.00006.14022
8212St Thomas Public School    5001006059029003700.00000.50006.00002.00004.57018
8217Stanley Elem School        1000018170000000000.00000.50009.20000.00000.00018
8218Stanley High School        5000000000086017500.00000.00000.00003.44009.55018
8224Stanton Public School      5001006044022003300.00000.25002.57001.44002.99016
