2NDDPI, 1998
13
31
1 Type
3 PK Enroll
3 K Enroll
3 1-6 Enroll
3 7-8 Enroll
4 9-12 Enroll
5 PK Teacher
6 K Teacher
6 1-6 Teacher
6 7-8 Teacher
6 9-12 Teacher
3 Rooms
428
8819Burlington-Des Lacs Elem Sc1005048324000000000.50001.50018.50000.00000.00020
8823Des Lacs-Burlington Jr-Sr H5000000000098023200.00000.00000.00005.00011.70016
8826Dakota Prairie High School 3000000000000019100.00000.00000.00000.00011.06015
8827Union School               9000001004000000000.00000.20000.80000.00000.00001
8839Upham Public School        5000001023017002800.00000.33004.12002.50004.75016
8954Valley City High School    3000000000000046700.00000.00000.00000.00020.20031
8960Valley City Jr High School 2000000000217000000.00000.00000.00008.50000.00023
8975Valley Middle School       2000000000394000000.00000.00000.00021.70000.00032
9003Velva Public School        5006036201068017800.50001.00012.43003.28009.29033
9009Verona Public School       5000004032014003600.00000.50002.96001.57003.00012
9034Viking Elem School         1000056297000000000.00001.50014.00000.00000.00020
9160BECEP Center               1085000000000000005.50000.00000.00000.00000.00014
9163Wachter Middle School      2000000000568029000.00000.00000.00033.14015.72049
9170Wahpeton High School       3000000000000058600.00000.00000.00000.00023.30032
9186Walhalla Public School     5001018152064012100.00001.00008.50004.25008.50029
9208Park River High School     5000000000089017900.00000.00000.00004.15007.29026
9219Warwick Public School      5000025136035005900.00001.00006.55002.17003.92020
9239Washburn Public School     5000023179087017900.00000.50011.00003.14008.15035
9241Washington Elem School     1000042260000000000.00001.00014.00000.00000.00016
9243Washington Elem School     1004071427000000000.50001.50023.00000.00000.00030
9247Washington Elem School     1024022238000000001.00001.00013.00000.00000.00024
9249Washington Elem School     1000059213000000000.00001.50010.00000.00000.00017
9310West Elem School           1000014079000000000.00000.50007.50000.00000.00009
9313West Elem School           1000043287000000000.00001.00018.00000.00000.00022
9315West Fargo High School     3000000000000146300.00000.00000.00000.00066.04093
9325Westhope Public School     5000007068031007800.00000.50005.70001.50005.25021
9350Westside Elem School       1020000422000000002.50000.00018.00000.00000.00028
9363White Shield Public School 5002015075027005000.00001.00006.00002.00007.00022
9406Wilder Elem School         1000020149000000000.00000.50007.00000.00000.00009
9409Wildrose-Alamo Public Schoo5000002031011002400.00000.50003.38001.13003.36012
9412Wilkinson Elem School      1004032226000000000.00001.00012.00000.00000.00018
9414Will Moore Elem School     1000029245000000000.00001.00012.50000.00000.00016
9416Williston High School      3000000000000102500.00000.00000.00000.00044.56052
9418Williston Jr High School   2000000000457000000.00000.00000.00024.43000.00029
9422Willow City Public School  5000008050013003100.00000.50003.00001.28003.71016
9451Wilton Public School       5000017117040011700.00000.50007.00002.00006.51021
9463Wimbledon-Courtenay Public 5001013090034008500.00000.50006.00001.89002.99017
9470Wing Public School         5000004032012002900.00000.50003.00001.15003.70011
9475Winship Elem School        1000039189000000000.00001.00012.00000.00000.00015
9477Wishek Public School       5000018114046010700.00000.50006.00002.15006.00031
9508Wolford Public School      5000003025008002000.00000.40003.00001.27004.03015
9516Woodrow Wilson Alt High Sch3000000000000010300.00000.00000.00000.00005.50006
9627Wyndmere Public School     5000019164064010800.00001.00009.56002.94004.73024
9849Zeeland Public School      5000003018010003000.00000.50003.00000.85004.29014
9887Zimmerman Elem School      1006105090000000000.50003.00005.00000.00000.00013
